Dados horários fornecidos pelo sistema QUALAR/CETESB, reduzidos para a escala diaria.
Estacao Ibirapuera
variavel, unidade, descricao
date, dia, yyyy-mm-dd
MP10, ug/m3, concentração de material particulado inalável
CO, ppm, concentração de monóxido de carbono
O3, ug/m3, concentração de ozônio
NO, ug/m3, concentração de óxido de nitrogênio
NO2, ug/m3, concentração de dióxido de nitrogênio
Dados faltantes são representados por "NaN".
date,MP10,CO,O3,NO,NO2
2014-06-28,51.042,0.770,34.565,17.708,49.250
2014-06-29,48.889,0.617,28.174,20.042,27.500
2014-06-30,20.208,0.252,29.652,3.875,19.833
2014-07-01,29.306,0.530,23.955,26.826,37.217
2014-07-02,75.486,1.652,21.087,121.826,73.174
2014-07-03,78.750,1.339,32.261,58.435,64.435
2014-07-04,70.625,0.987,36.174,29.696,62.000
2014-07-05,55.903,0.743,33.696,12.739,43.739
2014-07-06,35.417,0.365,28.696,4.000,42.000
2014-07-07,38.958,0.752,7.348,NaN,NaN
2014-07-08,10.486,0.304,25.348,NaN,NaN
2014-07-09,18.542,0.343,34.087,NaN,NaN
2014-07-10,15.347,0.430,21.000,3.333,28.333
2014-07-11,17.014,0.378,27.870,2.739,22.739
2014-07-12,16.736,0.365,26.043,2.087,19.826
2014-07-13,21.875,0.361,34.652,1.696,17.478
2014-07-14,30.000,0.374,34.261,2.391,23.000
2014-07-15,31.528,0.474,28.130,7.087,34.478
2014-07-16,41.181,0.722,21.217,17.682,47.455
2014-07-17,37.576,0.995,30.571,47.286,48.619
2014-07-18,24.444,0.535,27.043,16.304,32.826
2014-07-19,23.472,0.304,51.957,1.435,18.217
2014-07-20,27.778,0.322,47.261,1.364,21.273
2014-07-21,23.819,0.430,30.217,4.739,30.130
2014-07-22,43.958,0.635,30.087,9.174,47.565
2014-07-23,40.764,0.478,36.043,8.043,37.696
2014-07-24,24.250,0.396,21.130,7.348,34.043
2014-07-25,20.764,0.391,18.174,7.435,28.783
2014-07-26,23.472,0.513,15.609,7.391,33.522
2014-07-27,10.347,0.335,35.739,1.609,18.087
2014-07-28,10.833,0.322,35.739,2.261,21.826
2014-07-29,16.458,0.352,29.391,4.087,22.696
2014-07-30,23.819,0.443,31.391,7.130,33.783
2014-07-31,39.167,0.726,21.391,25.087,50.261
2014-08-01,50.625,1.052,33.217,59.783,51.696
2014-08-02,46.944,1.000,38.739,50.739,38.957
2014-08-03,62.500,1.222,37.522,65.957,37.609
2014-08-04,55.556,1.048,33.087,71.000,44.087
2014-08-05,24.236,0.213,46.652,2.130,16.435
2014-08-06,18.333,0.509,34.391,16.913,33.870
2014-08-07,43.264,0.861,32.435,35.565,50.783
2014-08-08,25.069,0.952,33.348,51.522,30.435
2014-08-09,14.444,0.387,31.261,2.435,23.957
2014-08-10,32.014,0.548,44.913,8.652,25.043
2014-08-11,59.306,1.187,39.130,57.435,51.087
2014-08-12,78.889,1.535,38.870,119.957,63.522
2014-08-13,49.804,1.030,30.000,64.800,37.250
2014-08-14,4.710,0.261,34.348,2.261,24.000
2014-08-15,17.639,0.417,27.609,5.174,27.000
2014-08-16,25.903,0.461,26.870,4.652,27.783
2014-08-17,20.278,0.483,33.435,3.870,26.261
2014-08-18,35.208,0.604,30.455,8.696,38.348
2014-08-19,40.486,0.391,39.043,6.957,28.043
2014-08-20,31.806,0.383,44.652,3.000,28.391
2014-08-21,36.111,0.543,54.304,5.391,45.174
2014-08-22,63.681,0.870,51.435,35.957,62.348
2014-08-23,57.778,0.665,68.087,9.609,52.391
2014-08-24,59.444,0.852,59.174,27.957,40.261
2014-08-25,69.444,0.948,42.913,33.000,57.696
2014-08-26,66.181,0.935,22.565,24.739,65.957
2014-08-27,32.708,0.391,36.000,5.391,30.435
2014-08-28,30.764,0.404,38.000,3.783,28.174
2014-08-29,26.111,0.409,41.261,3.043,25.391
2014-08-30,35.764,0.470,57.000,2.478,28.391
2014-08-31,38.681,0.426,52.348,2.522,19.739
2014-09-01,16.875,0.617,40.739,13.435,39.043
2014-09-02,45.556,0.887,48.609,23.478,62.087
2014-09-03,16.597,0.348,49.217,3.435,22.913
2014-09-04,16.181,0.287,44.957,2.217,18.435
2014-09-05,22.083,0.309,43.043,2.130,20.391
2014-09-06,24.792,0.483,49.391,5.261,32.913
2014-09-07,40.625,1.480,58.000,11.565,27.783
2014-09-08,42.431,0.600,52.409,7.957,39.913
2014-09-09,56.319,0.526,41.909,7.261,38.522
2014-09-10,26.250,0.461,54.000,8.522,33.087
2014-09-11,38.681,0.543,50.565,15.304,42.870
2014-09-12,52.986,0.422,71.957,2.304,25.609
2014-09-13,46.806,0.470,74.522,1.739,26.957
2014-09-14,64.097,0.630,62.348,5.174,31.696
2014-09-15,69.058,0.674,57.261,14.435,37.826
2014-09-16,34.583,0.365,40.304,3.435,21.522
2014-09-17,20.208,0.352,43.304,2.957,22.478
2014-09-18,39.653,0.496,43.609,3.522,31.739
2014-09-19,36.181,0.630,26.565,7.609,37.130
2014-09-20,29.236,0.509,44.087,2.478,26.304
2014-09-21,23.194,0.343,47.217,1.818,13.136
2014-09-22,25.764,0.265,39.722,1.400,15.867
2014-09-23,28.264,0.483,65.435,4.087,36.217
2014-09-24,37.361,0.578,53.609,8.522,32.696
2014-09-25,41.597,0.791,37.261,8.304,49.435
2014-09-26,42.361,0.848,28.087,10.870,44.913
2014-09-27,21.458,0.635,36.130,5.652,30.261
2014-09-28,29.653,0.539,61.870,0.652,14.304
2014-09-29,30.833,0.652,35.913,6.870,29.739
2014-09-30,38.403,0.970,51.696,30.217,41.130
2014-10-01,28.125,0.548,58.957,2.304,26.565
2014-10-02,19.792,0.387,49.913,1.522,15.609
2014-10-03,16.159,0.400,45.818,1.381,15.333
2014-10-04,22.222,0.361,55.087,0.609,9.565
2014-10-05,13.958,0.426,55.696,0.609,9.000
2014-10-06,24.444,0.530,60.739,2.174,24.435
2014-10-07,36.597,0.861,39.652,8.652,46.174
2014-10-08,59.722,0.965,60.522,17.087,43.087
2014-10-09,48.542,0.848,67.957,6.435,51.261
2014-10-10,47.361,0.861,74.609,7.609,49.478
2014-10-11,72.153,1.174,94.913,16.522,62.130
2014-10-12,87.639,1.100,84.217,6.522,48.957
2014-10-13,89.236,1.117,105.783,8.217,55.130
2014-10-14,62.847,1.091,107.087,6.739,56.261
2014-10-15,59.861,0.852,79.913,5.478,27.957
2014-10-16,40.972,0.961,108.087,5.348,47.261
2014-10-17,62.431,0.917,92.217,6.522,38.478
2014-10-18,46.597,0.913,68.174,6.217,35.391
2014-10-19,75.580,1.223,86.545,16.591,35.955
2014-10-20,29.167,0.813,60.696,4.826,24.957
2014-10-21,29.167,0.696,39.739,5.261,20.261
2014-10-22,22.083,0.730,32.870,6.174,20.174
2014-10-23,32.986,0.804,65.174,4.826,31.130
2014-10-24,45.625,1.000,65.478,8.174,42.783
2014-10-25,50.764,1.030,52.348,7.043,40.348
2014-10-26,49.028,1.078,44.913,8.043,31.652
2014-10-27,41.310,0.854,59.769,6.308,25.000
2014-10-28,NaN,NaN,NaN,NaN,NaN
2014-10-29,14.722,1.117,102.167,9.500,48.583
2014-10-30,49.653,1.132,74.261,11.409,45.136
2014-10-31,42.292,0.974,87.522,5.652,31.130
2014-11-01,31.458,0.987,61.000,8.500,34.182
2014-11-02,45.694,1.030,70.087,7.261,23.913
2014-11-03,44.861,1.061,64.348,8.783,37.913
2014-11-04,19.861,1.100,26.826,17.087,39.043
2014-11-05,19.514,0.930,30.435,9.087,24.913
2014-11-06,24.028,0.939,52.826,6.435,26.739
2014-11-07,28.403,1.065,46.217,9.652,34.696
2014-11-08,21.319,0.961,55.000,5.783,24.043
2014-11-09,27.847,0.904,65.130,4.130,14.000
2014-11-10,28.819,0.922,66.696,4.870,20.174
2014-11-11,23.194,0.952,68.739,5.522,26.043
2014-11-12,33.681,0.748,65.130,6.652,35.130
2014-11-13,29.306,0.470,54.478,10.348,36.826
2014-11-14,24.028,0.309,50.913,5.391,22.783
2014-11-15,24.931,0.300,58.217,4.043,16.000
2014-11-16,23.958,0.239,53.957,3.913,11.130
2014-11-17,26.250,0.330,48.652,8.217,22.870
2014-11-18,17.222,0.335,55.087,6.043,25.913
2014-11-19,31.597,0.474,72.391,7.957,40.478
2014-11-20,36.319,0.513,63.957,9.130,39.000
2014-11-21,46.319,0.530,81.174,9.130,43.043
2014-11-22,37.500,0.604,39.261,17.652,43.043
2014-11-23,30.833,0.465,46.217,11.913,24.174
2014-11-24,31.181,0.522,49.435,9.043,26.043
2014-11-25,36.736,0.522,49.783,9.391,34.696
2014-11-26,20.208,0.495,28.136,7.619,30.286
2014-11-27,14.514,0.330,40.783,2.522,18.870
2014-11-28,32.083,0.361,45.043,3.391,21.870
2014-11-29,22.708,0.361,36.478,2.000,15.696
2014-11-30,21.458,0.391,53.174,1.391,18.130
2014-12-01,36.597,0.487,43.913,3.348,28.087
2014-12-02,29.375,0.435,39.174,10.174,23.696
2014-12-03,25.903,0.304,54.087,1.304,21.739
2014-12-04,23.472,0.409,30.522,5.522,34.609
2014-12-05,21.042,0.291,38.435,3.000,20.130
2014-12-06,23.125,0.348,55.261,1.783,18.087
2014-12-07,26.875,0.448,65.565,2.652,21.826
2014-12-08,28.958,0.535,56.087,5.739,31.478
2014-12-09,34.167,0.570,30.783,12.478,37.696
2014-12-10,17.361,0.457,24.304,4.000,28.739
2014-12-11,18.611,0.504,32.739,8.565,26.130
2014-12-12,30.351,0.621,33.000,25.389,29.556
2014-12-13,12.083,0.391,26.565,4.652,23.043
2014-12-14,23.542,0.378,27.522,2.913,16.913
2014-12-15,24.653,0.313,42.957,2.870,16.174
2014-12-16,25.833,0.348,46.870,3.826,20.522
2014-12-17,25.347,0.409,62.696,3.043,29.348
2014-12-18,35.556,0.648,79.957,20.000,46.348
2014-12-19,42.500,0.587,57.522,5.826,39.000
2014-12-20,25.486,0.387,47.739,1.348,20.783
2014-12-21,16.736,0.335,46.304,1.043,11.609
2014-12-22,19.167,0.430,25.652,3.227,17.727
2014-12-23,18.333,0.417,26.304,3.739,24.174
2014-12-24,22.500,0.283,40.043,1.565,15.043
2014-12-25,33.819,0.443,49.652,1.652,19.174
2014-12-26,42.361,0.491,66.913,1.957,22.913
2014-12-27,33.889,0.535,80.870,3.783,26.565
2014-12-28,47.361,0.596,69.783,6.000,30.783
2014-12-29,11.667,0.600,43.429,1.333,31.833
2014-12-30,29.931,0.370,55.565,2.304,21.130
2014-12-31,20.741,0.311,67.684,0.474,12.579
2015-01-01,27.583,0.357,59.174,0.870,12.913
2015-01-02,23.611,0.335,49.174,0.870,19.261
2015-01-03,27.986,0.378,59.870,1.217,14.522
2015-01-04,24.028,0.365,45.348,1.217,17.304
2015-01-05,32.986,0.461,57.739,1.913,26.913
2015-01-06,26.736,0.409,68.913,2.238,24.905
2015-01-07,26.111,0.443,63.696,5.318,34.364
2015-01-08,30.208,0.513,58.913,6.182,42.682
2015-01-09,41.042,0.752,75.043,35.870,46.435
2015-01-10,43.258,0.491,62.174,3.000,29.522
2015-01-11,43.258,0.483,74.000,0.478,17.870
2015-01-12,29.493,0.555,69.455,4.550,40.300
2015-01-13,51.458,0.600,94.696,10.913,45.522
2015-01-14,39.028,0.535,67.043,3.130,41.391
2015-01-15,25.208,0.457,101.435,2.652,31.522
2015-01-16,47.569,0.461,86.261,1.348,27.826
2015-01-17,41.319,0.574,96.261,6.739,32.217
2015-01-18,35.139,0.457,103.783,0.609,18.783
2015-01-19,44.710,0.486,91.273,1.714,28.905
2015-01-20,39.583,0.500,90.304,3.087,37.087
2015-01-21,32.708,0.396,77.348,2.174,26.043
2015-01-22,16.389,0.283,41.304,1.870,15.957
2015-01-23,19.097,0.291,36.261,2.609,18.913
2015-01-24,31.212,0.387,49.304,2.522,21.217
2015-01-25,21.944,0.361,72.957,0.870,18.435
2015-01-26,29.236,0.439,67.043,3.913,29.217
2015-01-27,31.806,0.457,62.826,2.565,29.696
2015-01-28,20.972,0.422,62.174,2.870,26.217
2015-01-29,18.413,0.343,48.826,1.435,22.913
2015-01-30,16.806,0.323,29.826,2.591,17.818
2015-01-31,26.042,0.283,33.174,1.913,15.348
2015-02-01,3.333,0.361,41.217,1.261,14.522
2015-02-02,NaN,0.483,31.435,6.609,30.826
2015-02-03,NaN,0.470,73.913,5.000,31.870
2015-02-04,NaN,0.422,49.957,3.087,32.870
2015-02-05,NaN,0.417,26.522,3.217,32.478
2015-02-06,NaN,0.452,22.652,7.565,33.391
2015-02-07,NaN,0.413,41.391,6.478,25.522
2015-02-08,NaN,0.400,60.043,1.478,19.261
2015-02-09,NaN,0.478,71.682,5.261,26.217
2015-02-10,NaN,0.513,28.435,7.435,31.174
2015-02-11,NaN,0.409,47.870,2.000,21.913
2015-02-12,NaN,0.487,54.261,5.000,32.522
2015-02-13,NaN,0.557,50.478,2.565,39.174
2015-02-14,NaN,0.413,72.435,1.261,23.826
2015-02-15,NaN,0.404,41.261,2.478,21.696
2015-02-16,NaN,0.361,43.174,2.174,20.565
2015-02-17,NaN,0.361,39.217,1.217,19.130
2015-02-18,NaN,0.348,36.217,1.409,18.773
2015-02-19,NaN,0.313,44.261,1.174,15.217
2015-02-20,NaN,0.374,46.217,1.957,20.870
2015-02-21,NaN,0.439,65.609,3.261,25.174
2015-02-22,NaN,0.322,75.000,0.609,12.130
2015-02-23,NaN,0.404,66.739,2.087,25.652
2015-02-24,NaN,0.470,45.522,4.130,34.609
2015-02-25,NaN,0.583,26.696,9.857,51.286
2015-02-26,NaN,0.530,46.478,13.609,36.870
2015-02-27,NaN,0.543,48.043,9.478,44.826
2015-02-28,NaN,0.313,38.913,1.609,18.739
2015-03-01,27.174,0.274,39.348,1.391,11.609
2015-03-02,31.250,0.309,58.478,2.696,19.957
2015-03-03,38.125,0.374,65.783,1.826,24.130
2015-03-04,40.556,0.465,72.565,3.435,33.348
2015-03-05,NaN,0.509,56.304,6.913,38.043
2015-03-06,NaN,0.604,47.565,4.565,44.043
2015-03-07,NaN,0.536,39.130,2.909,34.818
2015-03-08,NaN,0.435,33.391,1.391,23.565
2015-03-09,NaN,0.417,23.870,3.609,30.609
2015-03-10,NaN,0.422,22.957,6.478,29.348
2015-03-11,NaN,0.461,25.043,8.826,27.261
2015-03-12,NaN,0.583,19.304,27.087,34.174
2015-03-13,NaN,0.609,23.217,20.609,37.609
2015-03-14,31.159,0.674,33.348,18.174,39.261
2015-03-15,34.306,0.665,27.391,6.391,36.391
2015-03-16,33.194,0.696,27.304,29.304,47.565
2015-03-17,30.833,0.470,47.739,3.304,33.652
2015-03-18,26.742,0.487,33.826,3.087,31.565
2015-03-19,37.986,0.552,29.913,6.783,38.609
2015-03-20,33.750,0.678,30.652,12.739,46.261
2015-03-21,25.139,0.565,18.348,14.087,34.130
2015-03-22,24.861,0.304,35.696,2.304,17.565
2015-03-23,28.958,0.300,43.739,2.522,21.130
2015-03-24,25.417,0.322,36.783,2.652,22.870
2015-03-25,26.667,0.365,42.348,4.696,25.391
2015-03-26,36.250,0.426,49.261,5.826,32.348
2015-03-27,40.556,0.509,85.043,7.913,43.652
2015-03-28,40.556,0.487,66.000,2.174,34.217
2015-03-29,26.181,0.413,41.043,1.957,23.609
2015-03-30,30.347,0.491,17.217,7.000,30.391
2015-03-31,22.391,0.409,26.304,7.609,28.000
2015-04-01,35.139,0.391,63.087,2.217,26.174
2015-04-02,35.833,0.339,48.609,2.609,22.957
2015-04-03,21.528,0.300,53.304,1.609,16.087
2015-04-04,22.153,0.374,63.696,1.609,20.130
2015-04-05,20.972,0.374,34.304,2.304,19.043
2015-04-06,12.986,0.261,36.261,2.435,15.000
2015-04-07,13.472,0.235,36.652,2.478,18.783
2015-04-08,14.722,0.317,35.826,3.261,24.217
2015-04-09,29.028,0.352,53.696,3.565,29.609
2015-04-10,24.444,0.374,45.565,4.391,31.957
2015-04-11,31.111,0.335,66.174,1.826,25.870
2015-04-12,42.431,0.404,58.652,2.913,29.696
2015-04-13,50.000,0.543,63.174,6.455,33.591
2015-04-14,27.014,0.355,64.609,3.625,31.500
2015-04-15,25.972,0.304,37.391,7.304,34.435
2015-04-16,22.778,0.457,27.348,26.435,34.870
2015-04-17,28.125,0.256,50.696,2.435,28.391
2015-04-18,25.556,0.300,49.875,4.708,24.000
2015-04-19,41.736,0.458,65.000,1.250,25.292
2015-04-20,26.042,0.458,33.292,8.792,31.417
2015-04-21,19.931,0.358,26.000,7.542,24.708
2015-04-22,15.972,0.400,18.958,5.958,27.167
2015-04-23,19.931,0.283,29.583,4.583,28.667
2015-04-24,21.979,0.267,28.650,4.833,24.750
2015-04-25,16.389,NaN,38.696,NaN,NaN
2015-04-26,11.875,NaN,38.783,NaN,NaN
2015-04-27,13.519,NaN,35.286,0.778,25.889
2015-04-28,21.736,0.311,38.478,3.000,23.522
2015-04-29,17.569,0.243,32.174,3.000,18.435
2015-04-30,16.597,0.261,31.913,2.478,17.565
2015-05-01,22.500,0.270,43.957,1.652,16.000
2015-05-02,25.694,0.335,41.522,2.087,21.261
2015-05-03,29.097,0.304,21.174,4.174,19.565
2015-05-04,16.389,0.270,18.000,4.609,19.652
2015-05-05,15.833,0.265,27.348,2.565,20.826
2015-05-06,20.972,0.140,17.810,8.348,24.609
2015-05-07,20.556,NaN,22.870,10.043,21.348
2015-05-08,17.708,NaN,32.783,2.739,20.348
2015-05-09,27.292,0.378,39.304,4.000,26.783
2015-05-10,31.736,0.387,19.087,4.522,29.304
2015-05-11,16.389,0.280,10.087,5.870,26.348
2015-05-12,17.778,0.167,18.043,5.348,20.478
2015-05-13,13.194,0.206,23.217,3.522,22.870
2015-05-14,21.042,0.314,15.217,7.522,26.348
2015-05-15,23.194,0.322,17.087,6.478,29.826
2015-05-16,22.986,0.248,30.304,2.609,25.304
2015-05-17,22.569,0.265,30.435,1.565,18.522
2015-05-18,35.903,0.335,19.478,3.957,30.391
2015-05-19,33.194,0.326,14.348,4.783,30.609
2015-05-20,29.375,0.287,22.130,4.682,29.136
2015-05-21,27.708,0.322,20.913,5.217,32.478
2015-05-22,34.028,0.422,19.913,10.087,36.130
2015-05-23,34.028,0.339,22.261,10.435,29.522
2015-05-24,25.694,0.252,31.087,2.783,21.957
2015-05-25,32.847,0.556,22.913,24.391,39.130
2015-05-26,37.639,0.304,35.870,3.000,32.478
2015-05-27,29.097,0.300,31.913,4.130,31.739
2015-05-28,22.708,0.243,9.522,4.261,30.739
2015-05-29,23.819,0.226,14.304,7.043,24.870
2015-05-30,28.819,0.780,20.130,33.913,24.783
2015-05-31,14.028,0.311,8.304,6.435,23.957
2015-06-01,17.361,0.233,12.130,5.478,26.609
2015-06-02,19.028,0.376,16.565,5.043,28.217
2015-06-03,24.653,0.452,18.913,8.870,35.609
2015-06-04,35.833,0.500,25.000,8.087,34.913
2015-06-05,41.944,0.765,15.913,32.304,39.435
2015-06-06,35.208,0.447,19.261,18.739,32.522
2015-06-07,27.708,0.404,17.870,15.478,30.261
2015-06-08,42.083,1.300,20.913,75.391,41.087
2015-06-09,56.597,1.507,27.696,103.522,51.348
2015-06-10,56.111,1.369,20.435,114.217,53.304
2015-06-11,27.361,0.278,28.783,8.957,43.087
2015-06-12,14.375,0.309,15.435,4.783,32.304
2015-06-13,27.153,0.435,30.957,12.304,31.957
2015-06-14,31.875,2.300,35.304,25.043,24.565
2015-06-15,23.403,0.311,16.087,10.429,29.952
2015-06-16,21.042,0.274,21.391,5.391,26.522
2015-06-17,25.764,0.617,12.043,28.826,39.043
2015-06-18,34.375,0.420,28.391,24.913,23.478
2015-06-19,9.792,0.206,36.913,1.957,20.652
2015-06-20,12.500,0.183,43.652,1.261,15.565
2015-06-21,20.486,0.374,23.696,6.870,27.522
2015-06-22,30.694,0.474,16.522,19.043,39.087
2015-06-23,34.028,0.335,25.217,40.826,29.565
2015-06-24,8.958,0.187,38.087,1.870,19.609
2015-06-25,12.014,0.261,34.304,2.522,23.000
2015-06-26,13.819,0.304,30.348,4.043,26.913
2015-06-27,24.722,0.378,29.522,8.435,29.087
2015-06-28,31.389,0.474,25.522,7.609,27.522
2015-06-29,31.944,0.427,17.000,18.800,36.300
2015-06-30,25.972,0.287,19.130,14.043,34.435
2015-07-01,19.583,0.278,10.348,7.435,37.565
2015-07-02,39.306,0.395,20.522,8.909,35.727
2015-07-03,26.528,0.448,6.826,15.609,36.957
2015-07-04,26.319,0.213,20.565,5.957,24.043
2015-07-05,12.083,0.226,33.609,1.000,20.304
2015-07-06,18.681,0.335,21.087,5.435,32.478
2015-07-07,28.819,0.522,2.609,25.609,40.522
2015-07-08,25.069,0.409,11.609,22.087,28.348
2015-07-09,17.986,0.117,35.478,0.870,13.826
2015-07-10,22.569,0.487,18.957,23.609,36.304
2015-07-11,29.167,0.296,15.217,12.000,29.043
2015-07-12,32.083,0.591,25.435,46.826,28.130
2015-07-13,31.389,0.243,21.043,13.652,36.043
2015-07-14,21.597,0.574,29.696,29.696,37.870
2015-07-15,40.833,0.874,43.261,38.348,45.652
2015-07-16,38.681,0.387,30.087,7.348,45.696
2015-07-17,58.833,0.643,0.000,28.938,55.063
2015-07-18,NaN,NaN,NaN,NaN,NaN
2015-07-19,NaN,NaN,NaN,NaN,NaN
2015-07-20,NaN,NaN,NaN,NaN,NaN
2015-07-21,33.333,NaN,NaN,6.000,31.083
2015-07-22,13.188,0.233,NaN,3.900,26.900
2015-07-23,15.278,0.265,19.864,3.043,26.087
2015-07-24,29.931,0.300,26.870,6.522,28.870
2015-07-25,20.417,0.261,10.565,4.913,30.609
2015-07-26,27.083,0.191,33.261,1.565,16.522
2015-07-27,34.167,0.474,19.478,20.000,37.739
2015-07-28,53.056,0.457,28.870,18.435,51.826
2015-07-29,71.944,0.735,43.522,55.174,63.261
2015-07-30,57.778,0.530,29.696,22.435,58.000
2015-07-31,44.931,0.574,27.783,13.652,49.087
2015-08-01,65.139,0.952,37.870,80.478,45.913
2015-08-02,41.159,0.283,32.609,7.174,33.000
2015-08-03,45.139,0.678,26.609,55.739,32.870
2015-08-04,59.583,0.745,34.783,69.913,53.696
2015-08-05,44.444,0.413,34.348,7.652,45.565
2015-08-06,44.583,0.452,36.826,6.304,47.348
2015-08-07,42.986,0.426,38.261,7.478,45.348
2015-08-08,45.764,0.452,44.652,4.261,45.000
2015-08-09,43.542,0.287,56.043,0.609,20.043
2015-08-10,31.528,0.304,33.217,4.783,29.957
2015-08-11,37.431,0.352,32.043,6.043,33.783
2015-08-12,52.778,0.461,31.652,12.826,49.826
2015-08-13,48.264,0.413,34.087,20.957,46.652
2015-08-14,50.139,0.478,31.522,23.522,49.217
2015-08-15,41.597,0.222,34.478,5.217,32.826
2015-08-16,30.208,0.217,51.217,0.870,21.870
2015-08-17,44.792,0.361,35.739,6.783,34.435
2015-08-18,37.014,0.309,20.565,6.870,35.304
2015-08-19,27.917,0.213,41.261,2.174,23.696
2015-08-20,11.875,0.143,33.783,1.652,18.522
2015-08-21,14.861,0.174,37.565,1.870,19.652
2015-08-22,35.625,0.296,50.783,1.478,25.043
2015-08-23,51.181,0.409,45.696,8.522,28.087
2015-08-24,20.347,0.157,26.043,2.000,21.478
2015-08-25,23.889,0.422,12.130,18.043,31.783
2015-08-26,35.625,0.400,31.478,8.130,33.261
2015-08-27,25.208,0.322,14.696,5.826,36.783
2015-08-28,30.694,0.420,25.565,26.348,28.087
2015-08-29,31.389,0.352,45.000,4.739,35.783
2015-08-30,46.875,0.748,46.304,21.261,41.391
2015-08-31,53.819,0.991,39.174,71.957,56.087
2015-09-01,51.458,0.509,31.913,39.826,41.783
2015-09-02,20.486,0.178,29.826,2.182,21.455
2015-09-03,31.528,0.330,37.174,4.130,33.609
2015-09-04,26.806,0.222,17.522,2.913,31.130
2015-09-05,16.042,0.174,31.174,1.174,16.174
2015-09-06,20.903,0.261,24.261,1.739,20.652
2015-09-07,28.542,0.309,23.522,3.174,24.739
2015-09-08,24.697,0.310,19.000,3.800,29.700
2015-09-09,25.972,0.400,40.500,10.455,31.545
2015-09-10,34.792,0.291,20.217,7.043,31.696
2015-09-11,25.625,0.213,33.696,1.478,24.391
2015-09-12,16.667,0.157,32.696,0.957,20.522
2015-09-13,19.306,0.174,36.652,0.522,13.043
2015-09-14,15.347,0.178,34.391,1.696,18.652
2015-09-15,25.556,0.443,35.739,10.217,36.739
2015-09-16,33.264,0.483,37.043,14.174,32.652
2015-09-17,37.500,0.543,46.435,18.304,44.783
2015-09-18,48.958,0.661,54.304,44.478,44.957
2015-09-19,40.972,0.222,66.391,1.217,27.174
2015-09-20,34.444,0.222,87.739,0.435,14.435
2015-09-21,43.889,0.435,43.217,11.870,38.087
2015-09-22,60.764,0.548,51.870,34.261,49.783
2015-09-23,52.847,0.430,56.087,13.348,48.913
2015-09-24,67.361,0.526,63.565,28.000,61.391
2015-09-25,104.231,0.643,40.130,30.435,73.739
2015-09-26,NaN,0.296,53.043,1.522,29.304
2015-09-27,NaN,0.296,60.087,0.913,17.609
2015-09-28,NaN,0.270,49.522,2.174,23.348
2015-09-29,31.667,0.361,32.174,5.130,33.130
2015-09-30,34.236,0.248,41.261,2.087,26.522
2015-10-01,32.986,0.217,41.304,1.348,23.435
2015-10-02,34.792,0.413,55.478,3.043,33.043
2015-10-03,20.903,0.383,42.391,3.043,21.870
2015-10-04,25.903,0.148,34.130,0.652,15.174
2015-10-05,20.833,0.122,32.435,1.957,16.348
2015-10-06,22.639,0.178,33.087,2.609,20.000
2015-10-07,26.944,0.435,59.696,8.217,35.174
2015-10-08,37.708,0.287,57.565,2.870,31.913
2015-10-09,22.847,0.265,59.261,2.174,28.783
2015-10-10,20.764,0.243,56.304,0.783,20.174
2015-10-11,36.111,0.235,57.522,0.957,20.391
2015-10-12,23.750,0.126,65.957,0.348,11.478
2015-10-13,16.181,0.239,43.261,2.174,20.130
2015-10-14,37.639,0.357,49.652,3.130,31.043
2015-10-15,48.333,0.352,54.000,5.043,34.609
2015-10-16,59.722,0.543,50.609,44.870,46.609
2015-10-17,33.611,0.100,57.609,0.522,13.261
2015-10-18,14.348,0.095,35.591,0.545,9.545
2015-10-19,23.333,0.230,30.696,3.045,22.545
2015-10-20,34.236,0.400,53.391,6.652,36.174
2015-10-21,51.042,0.361,72.957,2.609,28.565
2015-10-22,20.694,0.261,42.043,2.870,30.087
2015-10-23,16.528,0.239,31.174,4.739,25.217
2015-10-24,18.958,0.122,43.826,0.913,13.826
2015-10-25,21.111,0.148,29.000,1.000,11.522
2015-10-26,24.028,0.217,39.957,3.478,23.565
2015-10-27,31.111,0.384,25.652,8.391,37.783
2015-10-28,16.528,NaN,23.235,2.813,25.250
2015-10-29,19.931,NaN,33.087,2.182,16.182
2015-10-30,12.083,NaN,51.130,2.565,24.217
2015-10-31,27.917,NaN,52.565,2.087,21.261
2015-11-01,20.764,0.239,49.087,0.304,16.696
2015-11-02,19.792,0.170,54.522,0.435,16.565
2015-11-03,17.222,0.265,36.043,2.739,25.913
2015-11-04,18.681,0.383,25.609,8.739,32.217
2015-11-05,16.458,0.339,26.565,8.522,32.087
2015-11-06,24.236,0.287,14.087,9.217,25.435
2015-11-07,8.611,0.139,25.130,1.174,15.522
2015-11-08,19.931,0.235,31.304,1.043,17.087
2015-11-09,27.431,0.370,35.652,4.478,32.870
2015-11-10,34.444,0.370,58.391,2.174,28.652
2015-11-11,48.611,0.578,36.348,8.130,45.130
2015-11-12,29.792,0.304,74.261,1.130,25.391
2015-11-13,32.778,0.439,59.304,3.043,37.652
2015-11-14,17.847,0.357,54.609,2.217,26.609
2015-11-15,17.222,0.335,50.522,1.000,17.435
2015-11-16,21.667,0.320,28.913,2.435,21.348
2015-11-17,21.944,NaN,42.522,2.826,31.217
2015-11-18,17.361,NaN,56.174,2.261,27.435
2015-11-19,23.681,NaN,53.217,2.609,29.043
